
Report start -AR2- --2023-07-25--
4.a.R.L_PLiW2 and 4a.R.W_PLiW2 and 6.ab.LiW
i: 21 country: Norwegia n: 4
i: 22 country: Polska n: 4
i: 23 country: Portugalia n: 4
i: 24 country: Rumunia n: 4
i: 25 country: S³owacja n: 4
i: 26 country: S³owenia n: 4
i: 27 country: Szwecja n: 4
i: 28 country: Wêgry n: 4
i: 29 country: W³ochy n: 4
i: 30 country: Krajowe n: 4
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 4
i: 0 country: Austria n: 5
i: 1 country: Belgia n: 5
i: 2 country: Bu³garia n: 5
i: 3 country: Chorwacja n: 5
i: 4 country: Cypr n: 5
i: 5 country: Czechy n: 5
i: 6 country: Dania n: 5
i: 7 country: Estonia n: 5
i: 8 country: Finlandia n: 5
i: 9 country: Francja n: 5
i: 10 country: Grecja n: 5
i: 11 country: Hiszpania n: 5
i: 12 country: Niderlandy n: 5
i: 13 country: Irlandia n: 5
i: 14 country: Islandia n: 5
i: 15 country: Litwa  n: 5
i: 16 country: Liechtenstein n: 5
i: 17 country: Luksemburg n: 5
i: 18 country: £otwa n: 5
i: 19 country: Malta n: 5
i: 20 country: Niemcy n: 5
i: 21 country: Norwegia n: 5
i: 22 country: Polska n: 5
i: 23 country: Portugalia n: 5
i: 24 country: Rumunia n: 5
i: 25 country: S³owacja n: 5
i: 26 country: S³owenia n: 5
i: 27 country: Szwecja n: 5
i: 28 country: Wêgry n: 5
i: 29 country: W³ochy n: 5
i: 30 country: Krajowe n: 5
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 5
i: 0 country: Austria n: 6
i: 1 country: Belgia n: 6
i: 2 country: Bu³garia n: 6
i: 3 country: Chorwacja n: 6
i: 4 country: Cypr n: 6
i: 5 country: Czechy n: 6
i: 6 country: Dania n: 6
i: 7 country: Estonia n: 6
i: 8 country: Finlandia n: 6
i: 9 country: Francja n: 6
i: 10 country: Grecja n: 6
i: 11 country: Hiszpania n: 6
i: 12 country: Niderlandy n: 6
i: 13 country: Irlandia n: 6
i: 14 country: Islandia n: 6
i: 15 country: Litwa  n: 6
i: 16 country: Liechtenstein n: 6
i: 17 country: Luksemburg n: 6
i: 18 country: £otwa n: 6
i: 19 country: Malta n: 6
i: 20 country: Niemcy n: 6
i: 21 country: Norwegia n: 6
i: 22 country: Polska n: 6
i: 23 country: Portugalia n: 6
i: 24 country: Rumunia n: 6
i: 25 country: S³owacja n: 6
i: 26 country: S³owenia n: 6
i: 27 country: Szwecja n: 6
i: 28 country: Wêgry n: 6
i: 29 country: W³ochy n: 6
i: 30 country: Krajowe n: 6
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 6
i: 0 country: Austria n: 7
i: 1 country: Belgia n: 7
i: 2 country: Bu³garia n: 7
i: 3 country: Chorwacja n: 7
i: 4 country: Cypr n: 7
i: 5 country: Czechy n: 7
i: 6 country: Dania n: 7
i: 7 country: Estonia n: 7
i: 8 country: Finlandia n: 7
i: 9 country: Francja n: 7
i: 10 country: Grecja n: 7
i: 11 country: Hiszpania n: 7
i: 12 country: Niderlandy n: 7
i: 13 country: Irlandia n: 7
i: 14 country: Islandia n: 7
i: 15 country: Litwa  n: 7
i: 16 country: Liechtenstein n: 7
i: 17 country: Luksemburg n: 7
i: 18 country: £otwa n: 7
i: 19 country: Malta n: 7
i: 20 country: Niemcy n: 7
i: 21 country: Norwegia n: 7
i: 22 country: Polska n: 7
i: 23 country: Portugalia n: 7
i: 24 country: Rumunia n: 7
i: 25 country: S³owacja n: 7
i: 26 country: S³owenia n: 7
i: 27 country: Szwecja n: 7
i: 28 country: Wêgry n: 7
i: 29 country: W³ochy n: 7
i: 30 country: Krajowe n: 7
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 7
i: 0 country: Austria n: 8
i: 1 country: Belgia n: 8
i: 2 country: Bu³garia n: 8
i: 3 country: Chorwacja n: 8
i: 4 country: Cypr n: 8
i: 5 country: Czechy n: 8
i: 6 country: Dania n: 8
i: 7 country: Estonia n: 8
i: 8 country: Finlandia n: 8
i: 9 country: Francja n: 8
i: 10 country: Grecja n: 8
i: 11 country: Hiszpania n: 8
i: 12 country: Niderlandy n: 8
i: 13 country: Irlandia n: 8
i: 14 country: Islandia n: 8
i: 15 country: Litwa  n: 8
i: 16 country: Liechtenstein n: 8
i: 17 country: Luksemburg n: 8
i: 18 country: £otwa n: 8
i: 19 country: Malta n: 8
i: 20 country: Niemcy n: 8
i: 21 country: Norwegia n: 8
i: 22 country: Polska n: 8
i: 23 country: Portugalia n: 8
i: 24 country: Rumunia n: 8
i: 25 country: S³owacja n: 8
i: 26 country: S³owenia n: 8
i: 27 country: Szwecja n: 8
i: 28 country: Wêgry n: 8
i: 29 country: W³ochy n: 8
i: 30 country: Krajowe n: 8
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 8
i: 0 country: Austria n: 9
i: 1 country: Belgia n: 9
i: 2 country: Bu³garia n: 9
i: 3 country: Chorwacja n: 9
i: 4 country: Cypr n: 9
i: 5 country: Czechy n: 9
i: 6 country: Dania n: 9
i: 7 country: Estonia n: 9
i: 8 country: Finlandia n: 9
i: 9 country: Francja n: 9
i: 10 country: Grecja n: 9
i: 11 country: Hiszpania n: 9
i: 12 country: Niderlandy n: 9
i: 13 country: Irlandia n: 9
i: 14 country: Islandia n: 9
i: 15 country: Litwa  n: 9
i: 16 country: Liechtenstein n: 9
i: 17 country: Luksemburg n: 9
i: 18 country: £otwa n: 9
i: 19 country: Malta n: 9
i: 20 country: Niemcy n: 9
i: 21 country: Norwegia n: 9
i: 22 country: Polska n: 9
i: 23 country: Portugalia n: 9
i: 24 country: Rumunia n: 9
i: 25 country: S³owacja n: 9
i: 26 country: S³owenia n: 9
i: 27 country: Szwecja n: 9
i: 28 country: Wêgry n: 9
i: 29 country: W³ochy n: 9
i: 30 country: Krajowe n: 9
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 9
i: 0 country: Austria n: 10
i: 1 country: Belgia n: 10
i: 2 country: Bu³garia n: 10
i: 3 country: Chorwacja n: 10
i: 4 country: Cypr n: 10
i: 5 country: Czechy n: 10
i: 6 country: Dania n: 10
i: 7 country: Estonia n: 10
i: 8 country: Finlandia n: 10
i: 9 country: Francja n: 10
i: 10 country: Grecja n: 10
i: 11 country: Hiszpania n: 10
i: 12 country: Niderlandy n: 10
i: 13 country: Irlandia n: 10
i: 14 country: Islandia n: 10
i: 15 country: Litwa  n: 10
i: 16 country: Liechtenstein n: 10
i: 17 country: Luksemburg n: 10
i: 18 country: £otwa n: 10
i: 19 country: Malta n: 10
i: 20 country: Niemcy n: 10
i: 21 country: Norwegia n: 10
i: 22 country: Polska n: 10
i: 23 country: Portugalia n: 10
i: 24 country: Rumunia n: 10
i: 25 country: S³owacja n: 10
i: 26 country: S³owenia n: 10
i: 27 country: Szwecja n: 10
i: 28 country: Wêgry n: 10
i: 29 country: W³ochy n: 10
i: 30 country: Krajowe n: 10
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 10
i: 0 country: Austria n: 11
i: 1 country: Belgia n: 11
i: 2 country: Bu³garia n: 11
i: 3 country: Chorwacja n: 11
i: 4 country: Cypr n: 11
i: 5 country: Czechy n: 11
i: 6 country: Dania n: 11
i: 7 country: Estonia n: 11
i: 8 country: Finlandia n: 11
i: 9 country: Francja n: 11
i: 10 country: Grecja n: 11
i: 11 country: Hiszpania n: 11
i: 12 country: Niderlandy n: 11
i: 13 country: Irlandia n: 11
i: 14 country: Islandia n: 11
i: 15 country: Litwa  n: 11
i: 16 country: Liechtenstein n: 11
i: 17 country: Luksemburg n: 11
i: 18 country: £otwa n: 11
i: 19 country: Malta n: 11
i: 20 country: Niemcy n: 11
i: 21 country: Norwegia n: 11
i: 22 country: Polska n: 11
i: 23 country: Portugalia n: 11
i: 24 country: Rumunia n: 11
i: 25 country: S³owacja n: 11
i: 26 country: S³owenia n: 11
i: 27 country: Szwecja n: 11
i: 28 country: Wêgry n: 11
i: 29 country: W³ochy n: 11
i: 30 country: Krajowe n: 11
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 11
i: 0 country: Austria n: 12
i: 1 country: Belgia n: 12
i: 2 country: Bu³garia n: 12
i: 3 country: Chorwacja n: 12
i: 4 country: Cypr n: 12
i: 5 country: Czechy n: 12
i: 6 country: Dania n: 12
i: 7 country: Estonia n: 12
i: 8 country: Finlandia n: 12
i: 9 country: Francja n: 12
i: 10 country: Grecja n: 12
i: 11 country: Hiszpania n: 12
i: 12 country: Niderlandy n: 12
i: 13 country: Irlandia n: 12
i: 14 country: Islandia n: 12
i: 15 country: Litwa  n: 12
i: 16 country: Liechtenstein n: 12
i: 17 country: Luksemburg n: 12
i: 18 country: £otwa n: 12
i: 19 country: Malta n: 12
i: 20 country: Niemcy n: 12
i: 21 country: Norwegia n: 12
i: 22 country: Polska n: 12
i: 23 country: Portugalia n: 12
i: 24 country: Rumunia n: 12
i: 25 country: S³owacja n: 12
i: 26 country: S³owenia n: 12
i: 27 country: Szwecja n: 12
i: 28 country: Wêgry n: 12
i: 29 country: W³ochy n: 12
i: 30 country: Krajowe n: 12
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 12
i: 0 country: Austria n: 13
i: 1 country: Belgia n: 13
i: 2 country: Bu³garia n: 13
i: 3 country: Chorwacja n: 13
i: 4 country: Cypr n: 13
i: 5 country: Czechy n: 13
i: 6 country: Dania n: 13
i: 7 country: Estonia n: 13
i: 8 country: Finlandia n: 13
i: 9 country: Francja n: 13
i: 10 country: Grecja n: 13
i: 11 country: Hiszpania n: 13
i: 12 country: Niderlandy n: 13
i: 13 country: Irlandia n: 13
i: 14 country: Islandia n: 13
i: 15 country: Litwa  n: 13
i: 16 country: Liechtenstein n: 13
i: 17 country: Luksemburg n: 13
i: 18 country: £otwa n: 13
i: 19 country: Malta n: 13
i: 20 country: Niemcy n: 13
i: 21 country: Norwegia n: 13
i: 22 country: Polska n: 13
i: 23 country: Portugalia n: 13
i: 24 country: Rumunia n: 13
i: 25 country: S³owacja n: 13
i: 26 country: S³owenia n: 13
i: 27 country: Szwecja n: 13
i: 28 country: Wêgry n: 13
i: 29 country: W³ochy n: 13
i: 30 country: Krajowe n: 13
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 13
i: 0 country: Austria n: 14
i: 1 country: Belgia n: 14
i: 2 country: Bu³garia n: 14
i: 3 country: Chorwacja n: 14
i: 4 country: Cypr n: 14
i: 5 country: Czechy n: 14
i: 6 country: Dania n: 14
i: 7 country: Estonia n: 14
i: 8 country: Finlandia n: 14
i: 9 country: Francja n: 14
i: 10 country: Grecja n: 14
i: 11 country: Hiszpania n: 14
i: 12 country: Niderlandy n: 14
i: 13 country: Irlandia n: 14
i: 14 country: Islandia n: 14
i: 15 country: Litwa  n: 14
i: 16 country: Liechtenstein n: 14
i: 17 country: Luksemburg n: 14
i: 18 country: £otwa n: 14
i: 19 country: Malta n: 14
i: 20 country: Niemcy n: 14
i: 21 country: Norwegia n: 14
i: 22 country: Polska n: 14
i: 23 country: Portugalia n: 14
i: 24 country: Rumunia n: 14
i: 25 country: S³owacja n: 14
i: 26 country: S³owenia n: 14
i: 27 country: Szwecja n: 14
i: 28 country: Wêgry n: 14
i: 29 country: W³ochy n: 14
i: 30 country: Krajowe n: 14
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 14
i: 0 country: Austria n: 15
i: 1 country: Belgia n: 15
i: 2 country: Bu³garia n: 15
i: 3 country: Chorwacja n: 15
i: 4 country: Cypr n: 15
i: 5 country: Czechy n: 15
i: 6 country: Dania n: 15
i: 7 country: Estonia n: 15
i: 8 country: Finlandia n: 15
i: 9 country: Francja n: 15
i: 10 country: Grecja n: 15
i: 11 country: Hiszpania n: 15
i: 12 country: Niderlandy n: 15
i: 13 country: Irlandia n: 15
i: 14 country: Islandia n: 15
i: 15 country: Litwa  n: 15
i: 16 country: Liechtenstein n: 15
i: 17 country: Luksemburg n: 15
i: 18 country: £otwa n: 15
i: 19 country: Malta n: 15
i: 20 country: Niemcy n: 15
i: 21 country: Norwegia n: 15
i: 22 country: Polska n: 15
i: 23 country: Portugalia n: 15
i: 24 country: Rumunia n: 15
i: 25 country: S³owacja n: 15
i: 26 country: S³owenia n: 15
i: 27 country: Szwecja n: 15
i: 28 country: Wêgry n: 15
i: 29 country: W³ochy n: 15
i: 30 country: Krajowe n: 15
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 15
i: 0 country: Austria n: 16
i: 1 country: Belgia n: 16
i: 2 country: Bu³garia n: 16
i: 3 country: Chorwacja n: 16
i: 4 country: Cypr n: 16
i: 5 country: Czechy n: 16
i: 6 country: Dania n: 16
i: 7 country: Estonia n: 16
i: 8 country: Finlandia n: 16
i: 9 country: Francja n: 16
i: 10 country: Grecja n: 16
i: 11 country: Hiszpania n: 16
i: 12 country: Niderlandy n: 16
i: 13 country: Irlandia n: 16
i: 14 country: Islandia n: 16
i: 15 country: Litwa  n: 16
i: 16 country: Liechtenstein n: 16
i: 17 country: Luksemburg n: 16
i: 18 country: £otwa n: 16
i: 19 country: Malta n: 16
i: 20 country: Niemcy n: 16
i: 21 country: Norwegia n: 16
i: 22 country: Polska n: 16
i: 23 country: Portugalia n: 16
i: 24 country: Rumunia n: 16
i: 25 country: S³owacja n: 16
i: 26 country: S³owenia n: 16
i: 27 country: Szwecja n: 16
i: 28 country: Wêgry n: 16
i: 29 country: W³ochy n: 16
i: 30 country: Krajowe n: 16
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 16
i: 0 country: Austria n: 17
i: 1 country: Belgia n: 17
i: 2 country: Bu³garia n: 17
i: 3 country: Chorwacja n: 17
i: 4 country: Cypr n: 17
i: 5 country: Czechy n: 17
i: 6 country: Dania n: 17
i: 7 country: Estonia n: 17
i: 8 country: Finlandia n: 17
i: 9 country: Francja n: 17
i: 10 country: Grecja n: 17
i: 11 country: Hiszpania n: 17
i: 12 country: Niderlandy n: 17
i: 13 country: Irlandia n: 17
i: 14 country: Islandia n: 17
i: 15 country: Litwa  n: 17
i: 16 country: Liechtenstein n: 17
i: 17 country: Luksemburg n: 17
i: 18 country: £otwa n: 17
i: 19 country: Malta n: 17
i: 20 country: Niemcy n: 17
i: 21 country: Norwegia n: 17
i: 22 country: Polska n: 17
i: 23 country: Portugalia n: 17
i: 24 country: Rumunia n: 17
i: 25 country: S³owacja n: 17
i: 26 country: S³owenia n: 17
i: 27 country: Szwecja n: 17
i: 28 country: Wêgry n: 17
i: 29 country: W³ochy n: 17
i: 30 country: Krajowe n: 17
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 17
i: 0 country: Austria n: 18
i: 1 country: Belgia n: 18
i: 2 country: Bu³garia n: 18
i: 3 country: Chorwacja n: 18
i: 4 country: Cypr n: 18
i: 5 country: Czechy n: 18
i: 6 country: Dania n: 18
i: 7 country: Estonia n: 18
i: 8 country: Finlandia n: 18
i: 9 country: Francja n: 18
i: 10 country: Grecja n: 18
i: 11 country: Hiszpania n: 18
i: 12 country: Niderlandy n: 18
i: 13 country: Irlandia n: 18
i: 14 country: Islandia n: 18
i: 15 country: Litwa  n: 18
i: 16 country: Liechtenstein n: 18
i: 17 country: Luksemburg n: 18
i: 18 country: £otwa n: 18
i: 19 country: Malta n: 18
i: 20 country: Niemcy n: 18
i: 21 country: Norwegia n: 18
i: 22 country: Polska n: 18
i: 23 country: Portugalia n: 18
i: 24 country: Rumunia n: 18
i: 25 country: S³owacja n: 18
i: 26 country: S³owenia n: 18
i: 27 country: Szwecja n: 18
i: 28 country: Wêgry n: 18
i: 29 country: W³ochy n: 18
i: 30 country: Krajowe n: 18
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 18
i: 0 country: Austria n: 19
i: 1 country: Belgia n: 19
i: 2 country: Bu³garia n: 19
i: 3 country: Chorwacja n: 19
i: 4 country: Cypr n: 19
i: 5 country: Czechy n: 19
i: 6 country: Dania n: 19
i: 7 country: Estonia n: 19
i: 8 country: Finlandia n: 19
i: 9 country: Francja n: 19
i: 10 country: Grecja n: 19
i: 11 country: Hiszpania n: 19
i: 12 country: Niderlandy n: 19
i: 13 country: Irlandia n: 19
i: 14 country: Islandia n: 19
i: 15 country: Litwa  n: 19
i: 16 country: Liechtenstein n: 19
i: 17 country: Luksemburg n: 19
i: 18 country: £otwa n: 19
i: 19 country: Malta n: 19
i: 20 country: Niemcy n: 19
i: 21 country: Norwegia n: 19
i: 22 country: Polska n: 19
i: 23 country: Portugalia n: 19
i: 24 country: Rumunia n: 19
i: 25 country: S³owacja n: 19
i: 26 country: S³owenia n: 19
i: 27 country: Szwecja n: 19
i: 28 country: Wêgry n: 19
i: 29 country: W³ochy n: 19
i: 30 country: Krajowe n: 19
i: 31 country: Pozosta³e kraje œwiata (poza EOG) n: 19
6.ab.LiW
5a.R.SF
5a.R.LF_PLiW2 and 5a.R.WF_PLiW2

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230401_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230402_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230403_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230404_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230405_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230406_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230407_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230408_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230409_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230410_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230411_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230412_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230413_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230414_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230415_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230416_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230417_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230418_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230419_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230420_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230421_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230422_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230423_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230424_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230425_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230426_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230427_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230428_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230429_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202304/20230430_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230501_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230502_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230503_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230504_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230505_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230506_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230507_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230508_INITF.epd

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230509_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230510_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230511_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230512_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230513_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202305/20230514_INITF.epd
